Datetime,Close,Position,Strategy_Points,Cumulative_Strategy
2023-09-13 13:00:00,1252.0,-1,-0.5,-0.5
2023-09-13 13:15:00,1253.5,-1,-1.5,-2.0
2023-09-13 13:30:00,1257.2,1,-4.5,-6.5
2023-09-13 13:45:00,1253.5,1,-3.7000000000000455,-10.200000000000045
2023-09-13 14:00:00,1252.0,-1,-2.2999999999999545,-12.5
2023-09-13 14:15:00,1245.5,0,9.5,-3.0
2023-09-15 11:30:00,1234.7,-1,-0.5,-3.5
2023-09-15 13:00:00,1236.1,-1,-1.3999999999998636,-4.899999999999864
2023-09-15 13:15:00,1236.3,0,-4.100000000000136,-9.0
2023-09-18 09:00:00,1231.4,-1,-0.5,-9.5
2023-09-18 09:15:00,1231.3,-1,0.10000000000013642,-9.399999999999864
2023-09-18 09:30:00,1228.6,-1,2.7000000000000455,-6.699999999999818
2023-09-18 09:45:00,1226.8,-1,1.7999999999999545,-4.899999999999864
2023-09-18 10:00:00,1224.5,-1,2.2999999999999545,-2.599999999999909
2023-09-18 10:15:00,1225.7,-1,-1.2000000000000455,-3.7999999999999545
2023-09-18 10:30:00,1224.3,-1,1.400000000000091,-2.3999999999998636
2023-09-18 10:45:00,1224.6,-1,-0.2999999999999545,-2.699999999999818
2023-09-18 11:00:00,1224.1,-1,0.5,-2.199999999999818
2023-09-18 11:15:00,1221.0,0,2.199999999999818,0.0
2023-09-19 11:00:00,1216.4,-1,-0.5,-0.5
2023-09-19 11:15:00,1216.6,-1,-0.1999999999998181,-0.6999999999998181
2023-09-19 11:30:00,1216.5,-1,0.09999999999990905,-0.599999999999909
2023-09-19 13:00:00,1218.9,-1,-2.400000000000091,-3.0
2023-09-19 13:15:00,1220.3,-1,-1.3999999999998636,-4.399999999999864
2023-09-19 13:30:00,1223.4,0,-1.6000000000001364,-6.0
2023-09-21 09:30:00,1230.3,-1,-0.5,-6.5
2023-09-21 09:45:00,1228.7,-1,1.599999999999909,-4.900000000000091
2023-09-21 10:00:00,1227.7,-1,1.0,-3.900000000000091
2023-09-21 10:15:00,1225.8,-1,1.900000000000091,-2.0
2023-09-21 10:30:00,1227.1,-1,-1.2999999999999545,-3.2999999999999545
2023-09-21 10:45:00,1227.0,-1,0.09999999999990905,-3.2000000000000455
2023-09-21 11:00:00,1228.4,-1,-1.400000000000091,-4.600000000000136
2023-09-21 11:15:00,1226.8,-1,1.6000000000001364,-3.0
2023-09-21 13:15:00,1228.3,-1,-1.5,-4.5
2023-09-21 13:30:00,1227.0,-1,1.2999999999999545,-3.2000000000000455
2023-09-21 13:45:00,1223.8,-1,3.2000000000000455,0.0
2023-09-21 14:00:00,1224.2,-1,-0.40000000000009095,-0.40000000000009095
2023-09-21 14:15:00,1221.8,0,3.400000000000091,3.0
2023-09-28 10:30:00,1144.9,-1,-0.5,2.5
2023-09-28 10:45:00,1147.0,-1,-2.099999999999909,0.40000000000009095
2023-09-28 11:00:00,1143.3,-1,3.7000000000000455,4.100000000000136
2023-09-28 11:15:00,1149.1,0,-7.100000000000136,-3.0
2023-09-29 13:00:00,1165.0,-1,-0.5,-3.5
2023-09-29 13:15:00,1164.8,-1,0.20000000000004547,-3.2999999999999545
2023-09-29 13:30:00,1167.7,-1,-2.900000000000091,-6.2000000000000455
2023-09-29 13:45:00,1168.6,-1,-0.8999999999998636,-7.099999999999909
