Datetime,Close,Position,Strategy_Points,Cumulative_Strategy
2025-04-17 13:30:00,1291.5,1,-0.5,-0.5
2025-04-17 13:45:00,1290.0,1,-1.5,-2.0
2025-04-17 14:00:00,1288.3,1,-1.7000000000000455,-3.7000000000000455
2025-04-17 14:15:00,1295.8,1,7.5,3.7999999999999545
2025-04-17 14:45:00,1296.0,1,0.20000000000004547,4.0
2025-04-18 09:00:00,1308.3,1,12.299999999999955,16.299999999999955
2025-04-18 09:15:00,1307.9,1,-0.3999999999998636,15.900000000000091
2025-04-18 09:30:00,1309.0,1,1.099999999999909,17.0
2025-04-18 09:45:00,1308.5,1,-0.5,16.5
2025-04-18 10:00:00,1308.8,1,0.2999999999999545,16.799999999999955
2025-04-18 10:15:00,1307.3,1,-1.5,15.299999999999955
2025-04-18 10:45:00,1310.3,1,3.0,18.299999999999955
2025-04-18 11:00:00,1309.6,1,-0.7000000000000455,17.59999999999991
2025-04-18 11:15:00,1309.9,1,0.3000000000001819,17.90000000000009
2025-04-18 13:00:00,1311.5,1,1.599999999999909,19.5
2025-04-18 13:15:00,1312.4,1,0.900000000000091,20.40000000000009
2025-04-18 13:30:00,1312.8,1,0.3999999999998636,20.799999999999955
2025-04-18 13:45:00,1318.2,1,5.400000000000091,26.200000000000045
2025-04-18 14:00:00,1317.4,1,-0.7999999999999545,25.40000000000009
2025-04-18 14:15:00,1307.5,1,-9.900000000000091,15.5
2025-04-18 14:45:00,1290.0,0,-6.2000000000000455,9.299999999999955
2025-04-22 14:45:00,1292.0,1,-0.5,8.799999999999955
2025-04-23 09:00:00,1315.3,1,23.299999999999955,32.09999999999991
2025-04-23 09:15:00,1307.4,1,-7.899999999999864,24.200000000000045
2025-04-23 09:30:00,1306.0,1,-1.400000000000091,22.799999999999955
2025-04-23 09:45:00,1302.5,1,-3.5,19.299999999999955
2025-04-23 10:00:00,1298.0,0,-3.0,16.299999999999955
2025-05-05 09:00:00,1311.9,1,-0.5,15.799999999999955
2025-05-05 09:15:00,1309.0,1,-2.900000000000091,12.899999999999864
2025-05-05 09:30:00,1309.7,1,0.7000000000000455,13.599999999999909
2025-05-05 09:45:00,1309.5,1,-0.20000000000004547,13.399999999999864
2025-05-05 10:00:00,1310.2,1,0.7000000000000455,14.099999999999909
2025-05-05 10:15:00,1309.3,1,-0.900000000000091,13.199999999999818
2025-05-05 10:30:00,1308.9,1,-0.3999999999998636,12.799999999999955
2025-05-05 10:45:00,1309.4,1,0.5,13.299999999999955
2025-05-05 11:00:00,1310.1,1,0.6999999999998181,13.999999999999773
2025-05-05 11:15:00,1310.2,1,0.10000000000013642,14.099999999999909
2025-05-05 13:00:00,1311.4,1,1.2000000000000455,15.299999999999955
2025-05-05 13:15:00,1311.3,1,-0.10000000000013642,15.199999999999818
2025-05-05 13:30:00,1311.1,1,-0.20000000000004547,14.999999999999773
2025-05-05 13:45:00,1314.0,1,2.900000000000091,17.899999999999864
2025-05-05 14:00:00,1315.4,1,1.400000000000091,19.299999999999955
2025-05-05 14:15:00,1314.9,1,-0.5,18.799999999999955
2025-05-05 14:45:00,1316.4,1,1.5,20.299999999999955
2025-05-06 09:00:00,1319.5,1,3.099999999999909,23.399999999999864
2025-05-06 09:15:00,1321.2,1,1.7000000000000455,25.09999999999991
2025-05-06 09:30:00,1319.7,1,-1.5,23.59999999999991
2025-05-06 09:45:00,1320.7,1,1.0,24.59999999999991
2025-05-06 10:00:00,1323.2,1,2.5,27.09999999999991
2025-05-06 10:15:00,1323.0,1,-0.20000000000004547,26.899999999999864
2025-05-06 10:30:00,1324.5,1,1.5,28.399999999999864
2025-05-06 10:45:00,1322.2,1,-2.2999999999999545,26.09999999999991
2025-05-06 11:00:00,1322.4,1,0.20000000000004547,26.299999999999955
2025-05-06 11:15:00,1323.2,1,0.7999999999999545,27.09999999999991
2025-05-06 13:00:00,1323.4,1,0.20000000000004547,27.299999999999955
2025-05-06 13:15:00,1326.8,1,3.3999999999998636,30.699999999999818
2025-05-06 13:30:00,1329.8,1,3.0,33.69999999999982
2025-05-06 13:45:00,1325.8,1,-4.0,29.699999999999818
2025-05-06 14:00:00,1322.3,1,-3.5,26.199999999999818
2025-05-06 14:15:00,1318.7,1,-3.599999999999909,22.59999999999991
2025-05-06 14:45:00,1317.5,1,-1.2000000000000455,21.399999999999864
2025-05-07 09:00:00,1318.0,1,0.5,21.899999999999864
2025-05-07 09:15:00,1320.0,1,2.0,23.899999999999864
2025-05-07 09:30:00,1321.2,1,1.2000000000000455,25.09999999999991
2025-05-07 09:45:00,1320.8,1,-0.40000000000009095,24.699999999999818
2025-05-07 10:00:00,1320.9,1,0.10000000000013642,24.799999999999955
2025-05-07 10:15:00,1321.2,1,0.2999999999999545,25.09999999999991
2025-05-07 10:30:00,1320.9,1,-0.2999999999999545,24.799999999999955
2025-05-07 10:45:00,1319.7,1,-1.2000000000000455,23.59999999999991
2025-05-07 11:00:00,1320.7,1,1.0,24.59999999999991
2025-05-07 11:15:00,1320.2,1,-0.5,24.09999999999991
2025-05-07 13:00:00,1324.2,1,4.0,28.09999999999991
2025-05-07 13:15:00,1321.6,1,-2.6000000000001364,25.499999999999773
2025-05-07 13:30:00,1322.4,1,0.8000000000001819,26.299999999999955
2025-05-07 13:45:00,1322.9,1,0.5,26.799999999999955
2025-05-07 14:00:00,1324.0,1,1.099999999999909,27.899999999999864
2025-05-07 14:15:00,1324.1,1,0.09999999999990905,27.999999999999773
2025-05-07 14:45:00,1325.0,1,0.900000000000091,28.899999999999864
2025-05-08 09:00:00,1327.9,1,2.900000000000091,31.799999999999955
2025-05-08 09:15:00,1328.3,1,0.3999999999998636,32.19999999999982
2025-05-08 09:30:00,1326.7,1,-1.599999999999909,30.59999999999991
2025-05-08 09:45:00,1328.1,1,1.3999999999998636,31.999999999999773
2025-05-08 10:00:00,1327.1,1,-1.0,30.999999999999773
2025-05-08 10:15:00,1328.2,1,1.1000000000001364,32.09999999999991
2025-05-08 10:30:00,1327.2,1,-1.0,31.09999999999991
2025-05-08 10:45:00,1326.9,1,-0.2999999999999545,30.799999999999955
2025-05-08 11:15:00,1327.4,1,0.5,31.299999999999955
2025-05-08 13:00:00,1329.5,1,2.099999999999909,33.399999999999864
2025-05-08 13:15:00,1336.3,1,6.7999999999999545,40.19999999999982
2025-05-08 13:30:00,1337.9,1,1.6000000000001364,41.799999999999955
2025-05-08 13:45:00,1345.6,1,7.699999999999818,49.49999999999977
2025-05-08 14:00:00,1345.8,1,0.20000000000004547,49.69999999999982
2025-05-08 14:15:00,1354.4,1,8.600000000000136,58.299999999999955
2025-05-08 14:45:00,1355.0,1,0.599999999999909,58.899999999999864
2025-05-09 09:00:00,1351.3,1,-3.7000000000000455,55.19999999999982
2025-05-09 09:15:00,1352.7,1,1.400000000000091,56.59999999999991
2025-05-09 09:30:00,1349.9,1,-2.7999999999999545,53.799999999999955
